OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,REGION,OS_ID,GDB_GEOMATTR_DATA
378,Sweeney Playground,City of Boston,A97,3,South Boston,0.46237615,180 West Fifth Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 6,297,
379,Ryan Play Area,City of Boston,A97,3,Dorchester,0.63636129,9 Harborview Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 2,275,
380,Lambert Avenue Playground,City of Boston,A97,3,Roxbury,0.6620697,Opposite 52 Lambert Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 5,174,
381,Adams/King Playground,City of Boston,A97,3,Dorchester,0.67749653,470 Adams Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Old Hemenway School Site, ,PARK_Maintenance_Region 2,002,
382,Meany Park,Commonwealth of Massachusetts,A97,3,Dorchester,0.23297897, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X, , ,INFO_Reallocation From Dept,3083,
383,Lincoln Square,City of Boston,A97,1,Central Boston,0.05462822,Between Emerson & E. Fourth St.,Special District,"Malls, Squares & Plazas",BPRD, ,X,X,Abraham Lincoln Square, ,PARK_Maintenance_Ground Maintenance,178,
384,Bunker Hill Burying Ground,City of Boston,Ch114S7/A97,4,Charlestown,1.10725989,Opposite 204 Bunker Hill Str.,Commercial/Office/Business District,Cemeteries & Burying Grounds,BPRD, ,X,A, , ,PARK_Cemetery Maintenance Request,037,
385,Clifford Playground,City of Boston,A97/UPARR,3,Roxbury,7.55334443,Opposite 65 Proctor St.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 5,059,
386,Elmhurst Street Park,City of Boston,A97,3,Dorchester,0.2348565,27-35 Elmhurst Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,PARK_Maintenance_Ground Maintenance,106,
387,Dunbarton Woods,City of Boston,A97,6,West Roxbury,0.73523252, ,Residential District,Urban Wilds,BCC,Private+BPRD,X,X, , ,INFO_Reallocation From Dept,1027,
388,Joe's American Harborwalk,Private,Ch91/WPA,1,Central Boston,0.04359801,98-104 Atlantic Avenue,Special District,"Malls, Squares & Plazas",NULL,Private,N,X, , ,INFO_Reallocation From Dept,7141,
389,Bradford Street Play Area,City of Boston,A97,3,South End,0.03665251,18 Bradford Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 6,030,
390,Lincoln Square,City of Boston,A97,1,South Boston,0.21659302,Between Emerson & E. Fourth St.,Residential District,"Malls, Squares & Plazas",BPRD, ,X,X,William Hannigan Square, ,PARK_Maintenance_Region 6,179,
391,Laviscount Park,City of Boston,A97/PARC,3,Roxbury,1.1541777,80 Humboldt Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Townsend Street Plaza,BPRD,PARK_Maintenance_Region 5,177,
392,Statler Park,City of Boston,A97,1,Central Boston,0.2326726,Between Columbus Ave. & Stuart St.,Special District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,PARK_Maintenance_Region 5,294,
393,Hynes Playground,City of Boston,A97,3,West Roxbury,6.41668495,480 VFW Pkwy,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 4,159,
394,Rink Grounds,Commonwealth of Massachusetts,A97,3,Charlestown,0.7343436, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X, , ,INFO_Reallocation From Dept,3084,
395,Roxbury Heritage State Park I,Commonwealth of Massachusetts,A97,3,Roxbury,2.8170789, ,Institutional District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X, , ,PARK_Maintenance_Region 3,3085,
396,Eliot Burying Ground,City of Boston,Ch114S7/A97,4,Roxbury,0.7936643,20 Eustis Str.,Open Space District,Cemeteries & Burying Grounds,BPRD, ,X,A, , ,PARK_Cemetery Maintenance Request,103,
397,Blake Estates Urban Wild I,Private,A97/CR/WPA,6,Hyde Park,1.20888687,Bank of Mother Brook btwn Hyde Park Ave & Fulton St,Industrial District,Urban Wilds,BCC,BPRD,X,X,"Allis Chalmers UW, Area 1",BCC,INFO_Reallocation From Dept,1028,
398,Railroad Avenue,Commonwealth of Massachusetts,A97,6,Hyde Park,1.09888797, ,Residential District,Urban Wilds,DCR, ,X,X, , ,PARK_Maintenance_Ground Maintenance,3086,
399,Fairview Cemetery,City of Boston,Ch114S7/A97,4,Hyde Park,59.06,28 Fairview Ave.,Residential District,Cemeteries & Burying Grounds,BPRD, ,X,X, , ,PARK_Cemetery Maintenance Request,111,
400,Joyce Playground,City of Boston,A97/PARC,3,Allston-Brighton,1.3648205,80 Union Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 4,169,
401,Cassidy Playground,City of Boston,A97/LWCF,3,Allston-Brighton,9.60773626,381 Chestnut Hill Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 4,044,
402,Shubow Park I,City of Boston,A97,3,Allston-Brighton,0.57167722,1825 Commonwealth Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Chiswick Park;  Andrew Jackson Davis Jr Tot Lot", ,PARK_Maintenance_Region 4,283,
403,Shubow Park II,City of Boston, ,3,Allston-Brighton,0.15557707,1825 Commonwealth Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,Chiswick Park,BPWD,PARK_Maintenance_Region 4,2191,
404,St Augustine Burying Ground,Private, ,4,South Boston,0.91315492,"Dorchester Ave, Tudor St, F St,",Residential District,Cemeteries & Burying Grounds,Private,Private,N,N, ,Private,INFO_Reallocation From Dept,7142,
405,Central Square,City of Boston,A97,1,East Boston,0.9050867,Opposite 22 WM C Kelly Sq.,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,PARK_Maintenance_Region 1,048,
406,Rossmore/Stedman Park,City of Boston,A97,3,Jamaica Plain,0.07356577,Opposite 41 Rossmore Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 3,271,
407,Brewer-Burroughs Tot Lot,City of Boston,A97,3,Jamaica Plain,0.19124932,Opposite 2 Brewer Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 3,031,
408,The Fenway I,City of Boston,A97/NRHP,2,Fenway/Longwood,6.75107846,The Fenway from Emanuel College to Boston Conservatory of Music (Brookline Ave to Boylston St),Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Fenway Parkway, ,INFO_Reallocation From Dept,2194,
409,Public Ground,City of Boston,A97,1,Allston-Brighton,0.06371687, ,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD, ,X,X, ,BPRD,INFO_Reallocation From Dept,345,
410,Tebroc Street Playlot,City of Boston,A97,3,Dorchester,0.07342236,151 Bowdoin Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,PARK_Maintenance_Region 2,349,
411,Aquarium Harborwalk I,Private,Ch91/WPA,1,Central Boston,0.57319833,248 Atlantic Avenue,Special District,"Malls, Squares & Plazas",NULL, ,N,X,Central Wharf Harborwalk, ,INFO_Reallocation From Dept,7149,
412,Hanlon Square,City of Boston,A97,1,Mission Hill,0.0384283,"IFO 2-6 Francis Street, nr Huntington & Tremeont Streets (Brigham Circle)",Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Francis Circle,BPRD,PARK_Maintenance_Region 3,140,
413,Essex Square,City of Boston,A97,1,Charlestown,0.02510106,23-25 Essex Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,PARK_Maintenance_Ground Maintenance,337,
414,Mt. Pleasant Play Area,City of Boston,A97,3,Roxbury,0.39857232,30 Mt. Pleasant Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 5,208,
415,Joslin Park,City of Boston,A97,1,Fenway/Longwood,0.30792907,Corner of Pilgrim and Joslin Rd.,Institutional District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,PARK_Maintenance_Region 3,168,
416,Portsmouth Street Playground,City of Boston,A97/UPARR,3,Allston-Brighton,4.26129194,35 Portsmouth Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 4,243,
417,Heath Square,City of Boston,A97,1,Jamaica Plain,0.09790836, ,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,PARK_Maintenance_Region 3,150,
418,Emmel Square,City of Boston,A97,1,Roslindale,0.01828282, ,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Gustav Emmel Square, Carruth Square, Emmet Square (sic)",BPRD,PARK_Maintenance_Region 3,336,
419,Tremlett Square,City of Boston,A97,1,Dorchester,0.1581,Tremlett Street btwn Waldeck and Hooper Sts (at Waldeck end),Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Town Meeting Park,BPRD,PARK_Maintenance_Region 2,305,
420,Bonito Square,City of Boston, ,1,East Boston,0.0621615, ,Residential District,"Malls, Squares & Plazas",NULL,BPRD,N,X,"Joseph A. Bonito Square;  Walley Park",BPWD,PARK_Maintenance_Region 1,2102,
421,Richardson Park,Commonwealth of Massachusetts,A97,1,Dorchester,1.11426156, ,Residential District,"Malls, Squares & Plazas",DCR,DCR,X,X, ,DCR,INFO_Reallocation From Dept,3088,
422,Roberts Playground,City of Boston,A97,3,Dorchester,10.22630854,56 Dunbar Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 2,265,
423,Willow Pond Meadow,Commonwealth of Massachusetts,A97/WPA,3,Jamaica Plain,6.25209794, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,DCR,X,X,"Olmsted Park;  Former Kelly Rink Site",DCR,INFO_Reallocation From Dept,3090,
424,Olmsted Park,City of Boston,A97/NRHP/WPA/Ch91/NHESP/RSP,3,Jamaica Plain,42.82523011, ,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Daisy Field, ,PARK_Maintenance_Region 3,221,
425,Frieda Garcia Park,City of Boston,A97,3,Back Bay/Beacon Hill,0.26781767, ,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X, ,BPRD,PARK_Maintenance_Ground Maintenance,127,
426,Raymond V. Mellone Park II,City of Boston,100,3,Allston-Brighton,0.475156, ,Special District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,Library Park II,BPL,INFO_Reallocation From Dept,2198,
427,Rena Park,Private,Zoning Agrmnt,3,Allston-Brighton,2.2240593,288 - 290 N Harvard Street,Special District,"Parks, Playgrounds & Athletic Fields",NULL,Private,N,X,NULL,NULL,INFO_Reallocation From Dept,7193,
428,Stony Brook Reservation III,Commonwealth of Massachusetts,A97/WPA/NHP,2,Hyde Park,70.24374286, ,Residential District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,INFO_Reallocation From Dept,3091,
429,George Wright Golf Course,City of Boston,A97,3,Hyde Park,155.98362996,420 West Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 4,132,
430,DeForest Urban Wild,City of Boston,A97,6,Hyde Park,1.0238238, ,Residential District,Urban Wilds,BCC,BPRD,X,X,Deforest Street Urban Wild,BCC,PARK_Maintenance_Ground Maintenance,1029,
431,ICA Pier Walk,Private, ,1,South Boston,0.29264781,100 Northern Avenue,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, , ,INFO_Reallocation From Dept,7156,
432,Fan Pier Harborwalk,Private, ,1,South Boston,1.66183038, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,INFO_Reallocation From Dept,7157,
433,McLaughlin Playground,City of Boston,A97/LWCF,3,Mission Hill,11.66941737,239 Parker Hill Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 3,194,
434,Parker Hilltop,Private,A97/CR,6,Mission Hill,1.69475448, ,Institutional District,Urban Wilds,BCC,Private+BPRD,X,X,The Meadow, ,PARK_Maintenance_Region 3,1030,
435,LoPresti Park,City of Boston,A97/LWCF/PARC/WPA,3,East Boston,3.23416881,33 Summer Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 1,182,
436,Raymond V. Mellone Park I,City of Boston,A97,3,Allston-Brighton,1.08096812, ,Special District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Library Park I,BPRD,INFO_Reallocation From Dept,255,
437,General Edward O. Gourdin African-American Veterans Memorial Park,City of Boston,A97,1,Roxbury,0.50447733, ,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Peace Park, Justice Gourdin Park I",BPRD,PARK_Maintenance_Ground Maintenance,136,
438,Elliot Norton Park,City of Boston,A97/LWCF,3,Central Boston,0.94506693,277 Tremont Str.,Special District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,PARK_Maintenance_Region 1,104,
439,Bay Village Neighborhood Park,City of Boston, ,1,Central Boston,0.09401441, ,Commercial/Office/Business District,"Malls, Squares & Plazas",PWD, ,X,X, ,PWD,PARK_Maintenance_Region 1,2108,
440,Beauford Play Area,City of Boston,A97,3,Roxbury,0.23574206,127 Howard Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 5,018,
441,Children's Park,City of Boston,A97,3,Dorchester,0.34855408,81-85 Intervale St,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 5,055,
442,Winthrop Playground,City of Boston,A97/PARC/UPARR,3,Roxbury,1.56102517, ,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 5,325,
443,Denton Square,City of Boston,A97,1,Roxbury,0.07436155, ,Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,PARK_Maintenance_Region 5,086,
444,Ceylon Park,City of Boston,A97/USH,3,Dorchester,4.64357435,Opposite 261 Magnolia Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,PARK_Maintenance_Region 5,049,
445,Hannon Playground,City of Boston,A97/AUL,3,Roxbury,1.96738119,Opposite 624 Dudley Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Mary Hannon Plgd, ,PARK_Maintenance_Region 5,141,
446,Portal Park,MassDOT,A97/CAT Mit,1,Central Boston,0.36661681,Causeway St above O'Neill Tunnel Entrance Portal (Zakim Bridge Approach),Open Space District,"Malls, Squares & Plazas",DCR,DCR,X,X,O'Neill Tunnel Portal Park, ,INFO_Reallocation From Dept,4082,
447,Healy Playground,City of Boston,A97/USH,3,Roslindale,9.60460873,Opposite 155 Florence Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 4,149,
448,Menino Park,City of Boston,A97/WPA/Ch91,3,Charlestown,1.23670225,First Avenue & Sixteenth Street,Special District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X,"Mayor Thomas M. Menino Park, Parcel 5 Park, Spaulding Park",BPRD,INFO_Reallocation From Dept,2202,
449,Spectacle Island I,City of Boston,A97,3,Harbor Islands,86.00358069, ,Industrial District,"Parks, Playgrounds & Athletic Fields",BPRD,DCR,X,X,Spectacle Island,BPRD,INFO_Reallocation From Dept,290,
450,Spectacle Island II,Commonwealth of Massachusetts,A97,3,Harbor Islands,25.52192665, ,Industrial District,"Parks, Playgrounds & Athletic Fields",DCR,DCR,X,X,Spectacle Island,DCR,INFO_Reallocation From Dept,3093,
451,Cook Street Play Area,City of Boston,A97,3,Charlestown,0.10135288,Adjacent to 9 Hill Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 1,068,
452,Spaulding Rehabilitation Plaza,Private,WPA/Ch91,1,Charlestown,0.29724262,300 First Avenue,Special District,"Malls, Squares & Plazas",NULL,Private,N,X, , ,INFO_Reallocation From Dept,7164,
453,Navy Yard Grounds,United States of America,NHL,3,Charlestown,3.58076532, ,Industrial District,"Parks, Playgrounds & Athletic Fields",National Park Service, ,X,X,Boston National Historical Par,NPS,INFO_Reallocation From Dept,5002,
454,Christopher Columbus Park,City of Boston,A97/LWCF/Ch91/WPA,3,Central Boston,4.86711363,110 Atlantic Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Waterfront Park, ,PARK_Maintenance_Region 1,056,
455,Long Wharf,BRA,LWCF/Ch91/WPA,1,Central Boston,3.90122458,206-214 Atlantic Avenue (Harbor End of Wharf),Special District,"Malls, Squares & Plazas",National Park Service,BRA,X,X,Long Wharf Plaza,BRA,INFO_Reallocation From Dept,2209,
456,Peter Looney Park,City of Boston,A97,3,Charlestown,0.66841561,127 Old Rutherford Ave.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Rutherford Union Playground,BPRD,PARK_Maintenance_Region 1,235,
457,Charlestown Naval Shipyard Park I,BRA,A97/LWCF/Ch91/WPA,3,Charlestown,9.58138441, ,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",NULL, ,X,X,Shipyard Park, ,PARK_Maintenance_Region 1,2211,
458,Constitution Beach,Commonwealth of Massachusetts,A97,2,East Boston,25.31309776, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X,Orient Heights Beach, ,INFO_Reallocation From Dept,3094,
459,Massport Harborwalk,Massport,AM/Ch91/WPA,1,East Boston,2.47144426, ,Industrial District,"Malls, Squares & Plazas",MA EOEEA,Massport,N,X, ,Massport,INFO_Reallocation From Dept,4085,
460,Nira Rock,City of Boston,A97,6,Jamaica Plain,1.44765781, ,Open Space District,Urban Wilds,BPRD,BPRD,X,X, ,BPRD,PARK_Maintenance_Ground Maintenance,214,
461,Jefferson Playground,City of Boston,A97/USH,3,Jamaica Plain,3.40077045,Opposite 200 Heath Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 3,165,
462,Arborway I,Commonwealth of Massachusetts,A97/GPOD,2,Jamaica Plain,16.77585562, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X, , ,INFO_Reallocation From Dept,3095,
463,Amory Street Park,City of Boston,A97,3,Jamaica Plain,0.12224663, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,PARK_Maintenance_Region 3,350,
464,Puopolo Playground,City of Boston,A97/Ch91/WPA,3,Central Boston,2.65425058,521 Commercial Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 1,248,
465,Stony Brook Reservation II,Commonwealth of Massachusetts,A97,2,West Roxbury,141.95723737, ,Residential District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,INFO_Reallocation From Dept,3097,
466,A Street Park I,City of Boston,A97,3,South Boston,1.3607258,135-141 A Street,Special District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X,Channel Center Park,BPRD,INFO_Reallocation From Dept,335,
467,Fort Point Channel Harborwalk,Private,CAT Mit,1,South Boston,1.41395605, ,Industrial District,"Malls, Squares & Plazas",NULL, ,N,X, , ,INFO_Reallocation From Dept,7174,
468,Franklin Park,City of Boston,A97/WPA/NRHP,3,Roxbury,392.18501638,143 Seaver St.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,PARK_Maintenance_Region 3,124,
469,Charlesgate I,Commonwealth of Massachusetts,A97,2,Fenway/Longwood,6.59092994,"Btwn Storrow Dr, Mass Pike, Charlesgate East & Charlesgate West",Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Charlesgate (contains Bowker Overpass), ,INFO_Reallocation From Dept,3098,
470,Adams Park,City of Boston,A97,3,Roslindale,0.7051637,Opposite 4228 Washington,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X,"Irving W. Adams Park, Roslindale Square, Hartin Square", ,PARK_Maintenance_Region 4,001,
471,Arnold Arboretum,City of Boston,A97/GPOD/WPA,3,Jamaica Plain,224.27203832,Opposite 376 Arborway Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X, ,BPRD,PARK_Maintenance_Region 3,011,
472,Hunt Playground,City of Boston,A97,3,Mattapan,18.67, ,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Almont Park,BPRD,PARK_Maintenance_Region 2,006,
473,Pope John Paul II Park I,Commonwealth of Massachusetts,A97/ACEC/WPA,2,Dorchester,70.00617732, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X, ,DCR,INFO_Reallocation From Dept,3099,
474,Port Norfolk Park,Commonwealth of Massachusetts,A97/ACEC/WPA,2,Dorchester,12.72565247, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X, ,DCR,INFO_Reallocation From Dept,3100,
475,Pope John Paul II Park II,MBTA, ,2,Dorchester,0.33162551, ,Open Space District,"Parkways, Reservations & Beaches",NULL,DCR,N,X,"Neponset River Greenway, Lower Neponset River Trail",MBTA,INFO_Reallocation From Dept,4091,
476,Neponset River Reservation I,Commonwealth of Massachusetts,A97/WPA/ACEC,2,Multi-District,183.50152012, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X, ,DCR,INFO_Reallocation From Dept,3101,
477,West Link Park,Commonwealth of Massachusetts,A97/WPA/Ch91,2,Dorchester,3.58777585, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Dorchester Shores Reservation,DCR,INFO_Reallocation From Dept,3102,
478,Carson Beach,Commonwealth of Massachusetts,A97,2,South Boston,24.64639659, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,INFO_Reallocation From Dept,3103,
479,Commercial Point,Commonwealth of Massachusetts,A97/WPA/Ch91/LWCF,2,Dorchester,2.38153477, ,Special District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Dorchester Shores Reservation,DCR,INFO_Reallocation From Dept,3104,
480,Charles River Reservation,Commonwealth of Massachusetts,A97/Ch91/WPA,2,Multi-District,171.8964419, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,"Charles River Esplanade, Herter Park, Daley Field",DCR,INFO_Reallocation From Dept,3105,
481,Forbes Street Playground,City of Boston,A97,3,Jamaica Plain,0.09115367, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Ground Maintenance,120,
482,Union Park Street Playground,Boston Water & Sewer Commission,Lease,3,South End,0.40978067, ,Special District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,N,X, ,BWSC,PARK_Maintenance_Region 6,309,
483,Porzio Park,City of Boston,A97/LWCF/WPA/Ch91,3,East Boston,2.50423194,14 Jeffries Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Jeffries Point Park,BPRD,PARK_Maintenance_Region 1,244,
484,Ross Playground,City of Boston,A97,3,Hyde Park,13.12495412,130 Westminster Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 4,270,
485,Mt. Hope Cemetery,City of Boston,Ch114S7/A97,4,Roslindale,125.04694818,355 Walk Hill Str.,Residential District,Cemeteries & Burying Grounds,BPRD, ,X,X, , ,PARK_Cemetery Maintenance Request,207,
486,Calvary Cemetery,Private, ,4,Roslindale,47.23674938, ,Residential District,Cemeteries & Burying Grounds,NULL,Private,N, , ,n/a,INFO_Reallocation From Dept,7186,
487,New Calvary Cemetery,Private, ,4,Mattapan,59.44638436, ,Open Space District,Cemeteries & Burying Grounds,NULL,Private,N, , ,n/a,INFO_Reallocation From Dept,7187,
488,Savin Hill Park,City of Boston,A97,3,Dorchester,8.29027982,Opposite 124 Grampian Way,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 2,276,
489,Southwest Corridor Park,MBTA,A97,2,Multi-District,48.47698106, ,Industrial District,"Parkways, Reservations & Beaches",DCR,DCR,X,X, ,DCR,INFO_Reallocation From Dept,4093,
490,Orton Field,City of Boston,A97,3,South Boston,1.59444785,"Crowley-Rogers Way, St Casimir St, Flaherty Way",Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Condon Playground,BPRD,PARK_Maintenance_Region 6,222,
491,Paul Gore Street Park,City of Boston,A97,3,Jamaica Plain,0.7340119,60 Paul Gore Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Paul Gore Street Garden;  Paul Gore Street Playground",BPRD,PARK_Maintenance_Ground Maintenance,230,
492,Allen Park,City of Boston,A97,3,Dorchester,1.29344677, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,"Rev James K Allen Park, James F Donovan Park, Dorchester Square or Common", ,PARK_Maintenance_Region 2,005,
493,Boston Nature Center_Visitor Ctr,City of Boston,Trust Fund,3,Mattapan,2.33062987,500 Walk Hill Street,Industrial District,"Parks, Playgrounds & Athletic Fields",White Fund,Mass Audubon Society,X,X,G R White Env Conserv Ctr, ,INFO_Reallocation From Dept,2125,
494,Boston Nature Center,Private,LandTrust/Statt,6,Mattapan,58.53155346,500 Walk Hill Street,Industrial District,Urban Wilds,Mass Audubon Society,Mass Audubon Society,X,X, , ,INFO_Reallocation From Dept,7189,
495,Cunningham Park,City of Boston,A97,1,Allston-Brighton,0.17970203, ,Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,PARK_Maintenance_Region 4,075,
496,McLean Playground,City of Boston,A97,3,East Boston,0.4270713,Between Bennington & Saratoga St.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Region 1,195,
497,Navy Fuel Pier Airport Edge Buffer,Massport,Ch91/WPA,3,East Boston,0.84353898, ,Waterfront Service,"Parks, Playgrounds & Athletic Fields",NULL,Massport,N,X, ,Massport,INFO_Reallocation From Dept,4094,
498,Fidelis Way Park,City of Boston,A97/LWCF,3,Allston-Brighton,4.90352493,Opposite 1505 Commonwealth Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Overlook Park,BPRD,PARK_Maintenance_Region 4,117,
499,Harambee Park,City of Boston,A97/LWCF/UPARR/USH,3,Dorchester,44.74639215,120 Westview Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Franklin Field, ,PARK_Maintenance_Region 2,142,
500,St Mary's Cemetery,Private, ,4,Dorchester,10.50258252, ,Open Space District,Cemeteries & Burying Grounds,NULL, ,N, , , ,INFO_Reallocation From Dept,7190,
501,VFW Parkway I,Commonwealth of Massachusetts,A97,2,West Roxbury,12.44234167, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,DCR,X,X, , ,INFO_Reallocation From Dept,3107,
